TargetName	GenomeBuild	Run 3 Group 3 19_05_2023 | 001 | Full ROI	Run 3 Group 3 19_05_2023 | 002 | Full ROI	Run 3 Group 3 19_05_2023 | 003 | Full ROI	Run 3 Group 3 19_05_2023 | 004 | Full ROI	Run 3 Group 3 19_05_2023 | 005 | Full ROI	Run 3 Group 3 19_05_2023 | 006 | Full ROI	Run 3 Group 3 19_05_2023 | 007 | Full ROI	Run 3 Group 3 19_05_2023 | 008 | Full ROI	Run 3 Group 3 19_05_2023 | 009 | Full ROI	Run 3 Group 3 19_05_2023 | 010 | Full ROI	Run 3 Group 3 19_05_2023 | 011 | Full ROI	Run 3 Group 3 19_05_2023 | 012 | Full ROI	Run 3 Group 3 19_05_2023 | 013 | Full ROI	Run 3 Group 3 19_05_2023 | 014 | Full ROI	Run 3 Group 3 19_05_2023 | 015 | Full ROI	Run 3 Group 3 19_05_2023 | 016 | Full ROI	Run 3 Group 3 19_05_2023 | 017 | Full ROI	Run 3 Group 3 19_05_2023 | 018 | Full ROI	Run 3 Group 3 19_05_2023 | 019 | Full ROI	Run 3 Group 3 19_05_2023 | 020 | Full ROI	Run 3 Group 3 19_05_2023 | 021 | Full ROI	Run 3 Group 3 19_05_2023 | 022 | Full ROI	Run 3 Group 3 19_05_2023 | 023 | Full ROI	Run 3 Group 3 19_05_2023 | 024 | Full ROI	Run 3 Group 3 19_05_2023 | 025 | Full ROI	Run 3 Group 3 19_05_2023 | 026 | Full ROI	Run 3 Group 3 19_05_2023 | 027 | Full ROI	Run 3 Group 3 19_05_2023 | 028 | Full ROI	C088 and PDC68 | 001 | Full ROI	C088 and PDC68 | 002 | Full ROI	C088 and PDC68 | 003 | Full ROI	C088 and PDC68 | 004 | Full ROI	C088 and PDC68 | 005 | Full ROI	C088 and PDC68 | 006 | Full ROI	C088 and PDC68 | 007 | Full ROI	C088 and PDC68 | 008 | Full ROI	C088 and PDC68 | 009 | Full ROI	C088 and PDC68 | 010 | Full ROI	C088 and PDC68 | 011 | Full ROI	C088 and PDC68 | 012 | Full ROI	C088 and PDC68 | 013 | Full ROI	C088 and PDC68 | 014 | Full ROI	C088 and PDC68 | 015 | Full ROI	C088 and PDC68 | 016 | Full ROI	C088 and PDC68 | 017 | Full ROI	C088 and PDC68 | 018 | Full ROI	C088 and PDC68 | 019 | Full ROI	C088 and PDC68 | 020 | Full ROI	C088 and PDC68 | 021 | Full ROI	C088 and PDC68 | 022 | Full ROI	C088 and PDC68 | 023 | Full ROI	C088 and PDC68 | 024 | Full ROI	C088 and PDC68 | 025 | Full ROI	C088 and PDC68 | 026 | Full ROI	C088 and PDC68 | 027 | Full ROI	C088 and PDC68 | 028 | Full ROI	Slide 8 PDC05 and C041 group A | 001 | Full ROI	Slide 8 PDC05 and C041 group A | 002 | Full ROI	Slide 8 PDC05 and C041 group A | 003 | Full ROI	Slide 8 PDC05 and C041 group A | 004 | Full ROI	Slide 8 PDC05 and C041 group A | 005 | Full ROI	Slide 8 PDC05 and C041 group A | 006 | Full ROI	Slide 8 PDC05 and C041 group A | 007 | Full ROI	Slide 8 PDC05 and C041 group A | 008 | Full ROI	Slide 8 PDC05 and C041 group A | 009 | Full ROI	Slide 8 PDC05 and C041 group A | 010 | Full ROI	Slide 8 PDC05 and C041 group A | 011 | Full ROI	Slide 8 PDC05 and C041 group A | 012 | Full ROI	Slide 8 PDC05 and C041 group A | 013 | Full ROI	Slide 8 PDC05 and C041 group A | 014 | Full ROI	Slide 8 PDC05 and C041 group A | 015 | Full ROI	Slide 8 PDC05 and C041 group A | 016 | Full ROI	Slide 8 PDC05 and C041 group A | 017 | Full ROI	Slide 7 PDC84 and PDC59 group B | 001 | Full ROI	Slide 7 PDC84 and PDC59 group B | 002 | Full ROI	Slide 7 PDC84 and PDC59 group B | 003 | Full ROI	Slide 7 PDC84 and PDC59 group B | 004 | Full ROI	Slide 7 PDC84 and PDC59 group B | 005 | Full ROI	Slide 7 PDC84 and PDC59 group B | 006 | Full ROI	Slide 7 PDC84 and PDC59 group B | 007 | Full ROI	Slide 7 PDC84 and PDC59 group B | 008 | Full ROI	Slide 7 PDC84 and PDC59 group B | 009 | Full ROI	Slide 7 PDC84 and PDC59 group B | 010 | Full ROI	Slide 7 PDC84 and PDC59 group B | 011 | Full ROI	Slide 7 PDC84 and PDC59 group B | 012 | Full ROI	Slide 7 PDC84 and PDC59 group B | 013 | Full ROI	Slide 7 PDC84 and PDC59 group B | 014 | Full ROI	Slide 7 PDC84 and PDC59 group B | 015 | Full ROI	Slide 7 PDC84 and PDC59 group B | 016 | Full ROI	Slide 7 PDC84 and PDC59 group B | 017 | Full ROI	Slide 7 PDC84 and PDC59 group B | 018 | Full ROI	Slide 7 PDC84 and PDC59 group B | 019 | Full ROI	Slide 7 PDC84 and PDC59 group B | 020 | Full ROI	Slide 7 PDC84 and PDC59 group B | 021 | Full ROI	Slide 7 PDC84 and PDC59 group B | 022 | Full ROI
UQCRQ	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12	9	9	4	12	4	1	7	7	7	6	4	7	8	7	3	1	5	3	4	1	5	2	1	1	1	1	41	19	29	22	10	7	8	5	7	11	8	9	7	6	7	5	7	2	3	2	2	1	1	4	1	1	1	4
FGF22	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	2	3	1	2	1	1	3	4	1	1	1	2	1	1	1	1	1	1	1	1	3	2	4	2	1	1	3	3	2	4	3	2	1	1	1	2	2	1	1	3	1	1	2	1	1	1	1	1
PRKRIP1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15	34	9	1	14	3	6	10	12	5	17	4	5	14	11	6	4	10	5	1	3	4	9	1	1	1	1	3	1	6	4	1	3	8	9	1	14	10	2	4	15	7	10	7	3	2	1	4	3	4	6	1	6	3	1
CCDC85C	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	7	1	1	4	1	1	3	1	5	4	4	1	2	1	1	1	5	1	4	1	1	1	1	1	1	1	3	1	2	6	2	2	3	2	1	5	6	1	1	1	6	1	3	1	1	1	2	1	1	1	1	1	1	1
EXOC1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	6	4	2	3	1	1	3	1	2	4	2	2	4	3	1	1	1	3	1	1	1	1	1	11	6	5	4	3	3	3	2	2	4	1	1	2	3	1	2	4	2	1	3	1	1	3	2	1	1	2	5
LDB1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	6	2	4	2	1	2	4	5	3	1	4	1	5	2	1	3	5	2	1	2	2	3	1	1	1	1	7	2	8	4	3	2	4	8	1	4	10	1	6	8	3	5	2	1	3	2	2	3	2	2	1	1	1	1
MGAM	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	7	5	1	3	1	1	2	2	3	1	2	1	1	2	1	2	1	2	3	2	2	1	1	1	1	1	4	1	1	1	1	1	4	4	3	8	5	3	2	2	2	2	5	1	1	1	1	1	2	1	1	1	1	2
PPP1R2B	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	3	1	1	3	2	1	1	1	2	1	1	1	1	1	1	1	2	3	2	1	1	1	1	2	1	1	1	1	1	2	1	2	3	3	2	2	3	1	4	3	1	2	1	1	1	1	1	1	1	1	1
SNX9	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	6	1	1	1	3	1	1	1	1	2	3	1	1	5	1	1	2	2	3	1	1	1	1	4	9	1	2	4	1	4	3	2	2	4	4	2	4	2	6	2	1	2	1	1	1	2	1	1	1	3	1
VCY	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	2	3	1	2	1	1	1	1	1	1	2	1	3	1	3	1	1	1	1	1	4	1	1	1	1	1	1	2	2	5	2	1	1	2	1	2	3	1	1	3	1	1	1	1	1	1	1	1
RAB12	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	7	1	1	3	1	1	3	1	1	2	3	1	1	3	2	1	2	2	1	1	2	3	1	1	1	1	8	2	8	4	5	1	6	1	7	2	9	1	7	4	3	2	2	1	1	4	1	1	2	4	1	1	1	1
ZNF660	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	1	1	2	1	1	7	2	1	5	2	2	2	2	2	1	6	2	4	3	2	1	1	1	1	1	3	1	1	3	1	2	6	4	1	3	5	1	3	3	1	2	3	1	1	1	1	1	1	2	1	1	2	3
GCFC2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	3	1	1	1	1	2	1	1	2	1	2	2	1	1	4	4	3	1	3	2	2	1	1	1	1	1	1	5	4	1	1	8	6	1	1	5	2	4	5	3	3	4	3	1	1	1	1	3	3	1	4	1	2
C2orf42	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	5	1	1	1	3	1	1	6	1	4	1	3	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	8	1	4	3	1	2	4	1	1	1	1	2	2	1	1	1	1	1
RANBP6	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	2	3	1	6	2	1	1	2	1	1	3	1	1	2	1	1	4	3	1	1	1	1	1	7	2	5	5	1	1	4	2	1	1	2	3	4	2	1	3	2	1	1	1	2	1	1	3	1	1	1	1
UQCRC2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12	5	6	5	6	6	1	8	4	2	9	1	1	6	4	6	2	4	8	2	9	2	1	1	1	1	1	39	12	29	27	5	6	10	1	2	7	6	8	6	3	4	10	4	3	2	1	6	1	2	5	1	2	3	1
SPATA32	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	5	3	1	2	9	2	3	2	2	6	2	2	3	2	3	2	4	1	3	2	4	2	1	1	1	1	2	1	2	5	2	1	1	4	1	3	2	1	4	4	5	2	1	1	1	1	1	1	1	3	1	1	1	1
H4C2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	7	3	2	3	1	1	9	3	1	1	4	2	2	1	1	1	2	5	2	1	1	3	1	1	1	1	11	1	7	2	2	1	3	5	3	6	4	3	7	5	1	4	3	2	1	1	1	1	1	1	1	1	1	1
COMMD3	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	5	2	1	1	1	1	3	1	2	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	4	2	1	5	1	1	5	4	2	5	2	1	4	2	3	4	3	1	1	2	2	1	3	3	1	2	3	4
ZNF222	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	8	1	4	4	4	1	2	1	1	2	3	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	5	1	2	2	2	2	5	5	2	5	3	1	1	4	6	3	2	1	3	1	3	1	3	1	1	1	1	1
ARL6IP5	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	4	3	2	10	7	5	3	3	2	2	4	2	4	3	1	3	5	5	1	1	4	3	1	1	1	1	32	13	28	11	5	10	6	2	4	6	4	3	4	2	4	3	7	1	2	2	1	1	2	2	1	1	1	1
CD70	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	2	2	3	1	1	2	1	3	4	1	1	1	2	1	1	1	1	1	1	2	4	1	2	1	4	1	3	2	1	2	1	1	2	3	1	1	1	1	1	1	1	1	1	3	1
TOMM34	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	9	3	2	6	5	3	6	3	2	6	1	2	1	1	2	1	2	2	1	4	3	5	1	1	1	1	13	1	5	8	1	1	3	4	4	5	5	5	3	4	2	3	5	2	1	6	3	3	4	4	1	1	1	3
SPATS2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	3	1	1	4	1	1	3	3	1	1	1	2	3	1	1	1	2	2	2	2	1	2	1	1	1	1	7	1	5	5	1	1	1	3	2	4	2	2	4	5	1	1	1	1	2	2	1	1	1	4	21	1	3	1
FBXL15	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	1	1	4	1	1	4	1	1	4	1	1	2	3	1	3	4	1	2	1	1	2	1	1	1	1	1	1	6	1	1	2	5	2	3	3	3	4	3	2	3	8	3	2	1	2	1	2	5	3	1	1	1	6
SLC25A21	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	3	1	1	2	1	1	1	3	3	1	3	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	2	1	5	4	1	3	3	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1
KPNB1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	3	4	2	2	1	1	3	2	3	5	4	2	2	1	1	4	4	3	2	3	4	1	1	1	1	1	11	4	17	11	3	4	4	2	4	6	6	4	5	9	5	4	7	1	1	3	1	2	1	1	1	1	1	3
AFF4	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	2	1	1	1	2	3	3	1	1	1	2	2	3	1	4	3	5	3	3	2	1	1	1	1	1	5	4	2	5	2	1	6	1	2	4	4	1	2	1	1	1	6	1	2	1	1	1	2	1	1	1	1	1
DOCK9	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	3	2	2	2	4	3	4	2	5	2	1	2	4	6	1	3	3	1	3	1	1	1	1	4	3	11	9	7	2	3	4	6	3	5	4	3	5	4	4	8	1	2	3	5	1	1	9	1	1	1	1
ZNF597	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	2	1	1	1	3	4	2	4	3	1	4	1	1	1	5	1	3	1	1	1	1	1	1	1	2	1	2	1	3	1	4	4	1	4	2	2	2	1	5	1	6	1	2	1	1	1	1	1	1	1	1	1
ADPRH	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	6	1	2	5	1	1	3	1	2	1	2	1	1	1	1	1	2	2	1	1	3	8	1	1	1	1	2	2	2	3	2	1	5	3	5	8	3	2	2	1	3	1	1	1	1	1	3	2	4	5	1	1	1	4
ACSM6	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	4	1	1	3	1	1	5	1	4	2	1	2	1	1	1	1	2	2	1	1	1
DCTD	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	2	1	1	1	1	3	2	1	3	1	1	1	1	1	2	1	2	1	1	6	1	1	1	1	1	1	3	2	2	1	1	2	1	1	5	4	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2
KIDINS220	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	5	3	1	2	3	1	1	4	1	1	1	1	3	2	3	2	2	1	1	2	2	4	1	1	1	1	10	5	10	9	4	3	4	1	4	4	2	2	1	6	3	8	7	3	2	1	1	2	3	3	1	1	1	1
PAXX	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	1	1	4	1	1	5	2	1	4	2	1	2	2	1	2	5	2	2	1	3	3	1	1	1	1	6	3	6	8	2	5	5	2	2	6	3	3	3	2	6	4	5	1	1	1	1	1	1	2	1	1	5	2
SLC19A2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	7	1	1	2	2	1	3	2	1	1	1	3	1	2	4	2	1	1	1	1	4	1	1	2	1	2	1	3	1	1	5	1	1	7	1	2	1	1	1	1	3	1	1	1	3	1	3	1
RBMXL2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	1	1	1	1	1	3	2	1	4	1	1	2	3	1	4	1	1	1	1	1	4	1	1	3	2	1	1
SNAP91	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	16	3	1	7	5	1	7	7	5	5	3	5	2	6	4	2	3	7	2	7	7	3	1	1	1	1	56	14	51	13	1	2	10	9	7	5	7	7	12	2	2	5	8	1	1	1	1	2	1	1	1	1	1	1
DYNLT2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	4	1	1	1	3	5	2	5	1	2	2	2	1	4	1	3	2	1	1	1	1	1	1	1	1	1
RSPRY1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	1	1	5	2	1	3	1	1	4	1	2	2	1	1	2	4	1	1	2	2	5	1	1	1	1	4	3	1	4	3	1	3	2	3	1	4	3	1	1	1	2	4	2	2	1	1	1	3	2	1	1	2	1
POLR2E	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12	9	3	3	6	9	3	6	7	7	8	10	8	5	5	1	2	7	3	6	7	12	6	1	1	1	1	40	13	26	12	2	3	12	11	5	19	14	8	17	4	1	7	17	4	5	2	2	3	1	3	3	2	2	3
GGCX	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	3	1	3	1	1	3	5	2	1	1	1	2	1	3	1	3	1	1	2	1	3	1	1	1	1	6	1	2	5	3	1	2	4	2	6	4	1	3	2	1	1	3	1	1	1	1	1	2	1	1	1	1	1
CCR3	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	4	1	2	3	1	1	1	1	1	2	1	2	1	2	3	1	4	1	2	1	1	1	1	3	1	1	1	1	1	2	5	1	1	3	1	2	2	1	4	4	1	1	1	2	1	1	1	1	1	1	1
PPP5D1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	7	3	1	5	1	2	5	1	1	1	2	1	2	1	1	1	3	1	3	2	5	3	1	1	1	1	3	1	2	1	1	1	1	3	1	6	5	2	2	4	3	4	3	1	1	1	1	1	1	1	1	1	1	2
PIGL	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	4	1	1	4	1	1	1	2	1	1	1	3	2	1	3	2	1	1	1	1	6	2	2	4	2	1	8	1	4	3	3	5	2	4	2	3	5	1	1	1	1	1	1	2	1	1	1	1
CCDC121	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	5	1	1	2	1	1	1	1	1	3	1	2	1	1	1	2	4	3	1	1	4	2	1	1	1	1	1	1	1	1	1	2	1	3	3	3	1	1	3	5	3	5	3	1	1	2	1	1	1	1	1	3	1	1
EGFL7	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13	5	6	2	5	1	1	3	1	4	7	4	1	1	3	1	4	1	3	3	1	1	1	1	1	1	1	12	8	6	5	1	4	2	2	2	5	7	1	2	1	5	4	8	1	1	1	1	1	1	3	2	1	3	1
TBC1D3C	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	1	5	8	2	3	7	6	4	4	6	2	5	1	3	4	7	6	8	4	6	6	1	1	1	1	11	2	11	9	5	4	23	9	6	14	12	5	10	13	10	8	11	6	3	9	12	7	12	24	4	4	12	4
DHRS11	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	6	1	1	2	3	1	1	2	1	6	3	2	1	1	1	1	1	2	1	4	2	3	1	1	1	1	3	1	5	1	1	1	3	1	2	5	6	1	5	2	3	5	2	1	1	1	1	1	2	1	1	1	1	1
TAS2R3	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	3	2	1	1	1	3	2	3	1	5	3	1	4	1	1	3	4	1	3	1	3	3	1	1	1	1	7	1	4	6	1	1	8	6	3	5	6	3	1	4	3	2	6	6	4	1	1	1	2	1	1	1	1	2
OR4X2	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	2	3	2	5	1	3	1	3	2	1	1	1	1	2	1	1	3	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	4	1	1	1	1	1	1	1	1	1	2	1	3
ARPC5	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	8	3	2	5	2	1	4	2	5	7	4	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	10	1	2	3	3	4	3	4	4	3	3	3	2	4	3	5	1	1	1	1	1	1	2	1	1	2	2	2
TMEM184B	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13	7	3	2	3	6	1	5	3	3	3	3	1	3	3	2	2	3	3	2	4	5	1	1	1	1	1	11	3	7	12	4	3	5	2	3	5	7	2	4	3	1	7	9	2	1	1	2	1	1	1	1	2	1	1
ZNF74	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	5	1	1	2	1	1	2	1	4	1	1	1	1	1	1	4	1	2	1	1	1	1	1	1	1	2	2	3	3	3	1	4	3	1	2	5	1	1	3	2	2	2	1	2	1	2	1	1	1	1	1	3	1
SAR1A	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	2	1	1	2	1	5	1	2	2	1	1	2	1	1	1	2	2	3	1	4	4	1	1	1	1	6	1	3	1	1	1	2	1	1	1	2	1	1	5	1	1	4	1	1	2	1	2	1	1	1	1	1	1
TCTN1	GRCh38.p13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	2	1	2	2	3	2	1	1	1	1	1	1	1	3	1	2	1	2	1	1	1	1	1	2	1	3	2	1	2	2	1	1	4	3	1	1	3	1	2	2	1	1	1	1	2	1	1	1	1	3	1
